name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2022-06-10T21:00:00,23.4,23.4,10.5,44.27,0.23,100,rain,0,0,72,7.7,271,1011.4,1.5,16,7,0,0,10,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T22:00:00,23.4,23.4,9.9,42.51,0,0,,0,0,10.8,7.2,224,1012.1,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T23:00:00,22.9,22.9,11.5,48.74,0,0,,0,0,10.8,0.1,358,1012.6,1.7,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T00:00:00,22.2,22.2,11,48.92,0,0,,0,0,7.6,0.4,346,1012.8,1.7,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T01:00:00,22.2,22.2,13,56.03,0,0,,0,0,12.2,7.3,155,1012.6,1.7,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T02:00:00,21.2,21.2,12.6,57.84,0,0,,0,0,11.5,5.1,206,1012.5,2.9,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T03:00:00,21.7,21.7,11.2,51.15,0,0,,0,0,11.9,0.2,1,1012.5,31.7,16,0,,0,3,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T04:00:00,21.1,21.1,12.7,58.79,0,0,,0,0,11.2,5.2,266,1012.1,1.7,16,0,,0,3,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T05:00:00,20.6,20.6,15.5,72.42,0,0,,0,0,8.3,5.2,154,1012.2,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T06:00:00,20.6,20.6,14.3,67.29,0,0,,0,0,14.4,7.5,30,1012.4,1.5,16,32,0.1,0,3,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T07:00:00,20.6,20.6,13.7,64.66,0,0,,0,0,16.2,13,50,1012.8,1.5,16,109,0.4,1,3,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T08:00:00,21.1,21.1,12.8,58.92,0,0,,0,0,15.5,14.3,50,1013.4,1.5,16,199,0.7,2,3,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T09:00:00,21.6,21.6,13.2,58.84,0,0,,0,0,12.2,14.4,50,1013.7,1.5,16,345,1.2,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T10:00:00,22.8,22.8,12.8,53.26,0,0,,0,0,9.4,7.6,69,1013.8,1.5,16,279,1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T11:00:00,23.7,23.7,12.8,50.62,0,0,,0,0,11.2,7.6,70,1013.9,1.5,16,302,1.1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T12:00:00,23.3,23.3,13.8,55.23,0,0,,0,0,12.6,5.6,50,1013.7,28.9,16,236,0.8,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T13:00:00,23.7,23.7,12.2,48.59,0,0,,0,0,9,9,246,1013.9,88.5,16,483,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T14:00:00,24.2,24.2,11.7,45.35,0,0,,0,0,7.9,5.8,116,1013.3,88.3,14.1,197,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T15:00:00,24.2,24.2,10.1,40.91,0,0,,0,0,6.1,7.7,63,1013.4,99.9,16,185,0.7,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T16:00:00,21.2,21.2,15.5,70.29,0.017,100,rain,0,0,35.2,12.4,186,1013.4,100,15.9,378,1.4,4,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-11T17:00:00,21.7,21.7,13.9,61.24,0.081,100,rain,0,0,15.8,5.6,170,1012.9,99.6,16,111,0.4,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T18:00:00,21.2,21.2,14.9,67.33,0,0,,0,0,16.6,9,214,1012.8,99.6,16,158,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T19:00:00,21.7,21.7,14.9,65.01,0,0,,0,0,18,9.2,229,1013,29.7,16,116,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T20:00:00,21.7,21.7,13.7,60.49,0,0,,0,0,23.8,11,239,1013.4,98.6,16,19,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T21:00:00,21.2,21.2,14.1,64.18,0,0,,0,0,24.1,10.7,252,1013.9,99.6,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-11T22:00:00,20.7,20.7,13.2,62.01,0,0,,0,0,15.5,11.1,249,1014.5,99.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-11T23:00:00,20,20,13.7,67.14,0,0,,0,0,12.6,11,239,1014.7,28.1,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T00:00:00,19.4,19.4,14.3,72.31,0,0,,0,0,18,14.5,238,1014.9,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T01:00:00,19.3,19.3,14.3,72.5,0,0,,0,0,22.3,9.6,230,1014.9,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T02:00:00,18.9,18.9,13.8,72.51,0,0,,0,0,25.6,9.6,249,1015,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T03:00:00,18.8,18.8,14.3,74.8,0,0,,0,0,17.3,8.9,252,1015.1,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T04:00:00,18.4,18.4,14.3,77.09,0,0,,0,0,11.5,7.2,243,1015.3,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T05:00:00,18.4,18.4,14.3,76.86,0,0,,0,0,5,0.1,355,1015.4,98.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T06:00:00,18.9,18.9,14.3,74.64,0,0,,0,0,5.8,5.2,205,1015.4,100,16,14,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T07:00:00,19.3,19.3,14.3,72.69,0,0,,0,0,10.4,0.1,6,1015.8,89.1,16,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T08:00:00,18.9,18.9,16.1,83.79,0.01,100,rain,0,0,26.6,16,190,1016.4,100,15.9,58,0.2,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T09:00:00,18.3,18.3,15.7,84.4,0.251,100,rain,0,0,20.2,5.7,170,1016.1,89.4,15.8,86,0.3,1,3,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T10:00:00,18.3,18.3,15.6,84.36,0.014,100,rain,0,0,29.2,7.2,146,1015.9,98.9,16,172,0.6,2,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-12T11:00:00,18.4,18.4,16.2,87,0.23,100,rain,0,0,21.6,9.3,220,1016.2,99.9,15.7,139,0.5,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T12:00:00,18.4,18.4,16.7,90.03,0.246,100,rain,0,0,35.3,12.8,200,1016.1,100,15.7,232,0.8,2,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-12T13:00:00,19.4,19.4,17.8,90.71,0.014,100,rain,0,0,31.7,10.8,243,1015.9,99.9,16,476,1.7,5,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T14:00:00,21.1,21.1,17.2,78.22,0,0,,0,0,22,14.6,190,1015.2,88.1,16,657,2.4,7,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-12T15:00:00,22.8,22.8,17.2,70.41,0,0,,0,0,25.6,18,170,1014.7,98.6,16,167,0.6,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T16:00:00,22.1,22.1,17.2,73.49,0.469,100,rain,0,0,46.5,16.4,190,1014.4,99.6,16,656,2.4,7,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T17:00:00,23.8,23.8,17.8,69.34,0,0,,0,0,33.5,18.1,190,1014,82.4,14.1,265,1,3,3,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T18:00:00,22.8,22.8,18.3,75.89,0,0,,0,0,20.5,7.7,200,1014.1,84.4,16,183,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-12T19:00:00,21.7,21.7,18.3,81.2,0,0,,0,0,23.8,16.6,150,1013.8,95,16,77,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T20:00:00,21.2,21.2,18.3,83.91,0,0,,0,0,26.3,5.6,180,1013.5,29.7,16,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T21:00:00,20.7,20.7,18.3,86.41,0,0,,0,0,21.2,9,175,1013.3,99.6,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-12T22:00:00,20.7,20.7,18.3,86.47,0,0,,0,0,22.7,5.3,127,1013.5,98.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-12T23:00:00,20.7,20.7,18.3,86.35,0,0,,0,0,17.6,0.5,354,1013.4,99.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T00:00:00,20.7,20.7,18.3,86.59,0,0,,0,0,16.9,0.2,6,1013.1,99.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T01:00:00,20.6,20.6,18.3,86.64,0.006,100,rain,0,0,21.2,5.3,277,1012.8,99.6,15.7,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T02:00:00,20,20,18.4,90.25,0.008,100,rain,0,0,29.5,14.5,279,1013,100,15.9,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2022-06-13T03:00:00,20.7,20.7,18.8,89.29,0,0,,0,0,11.2,7.6,260,1013.2,99.6,15.9,0,,0,30,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T04:00:00,20.8,20.8,18.7,87.96,0,0,,0,0,10.1,1.4,352,1012.4,60.4,13.8,0,,0,30,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-13T05:00:00,20.1,20.1,18.8,92.75,0,0,,0,0,9.4,0.4,352,1012.7,31.5,15.9,0,,0,30,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T06:00:00,20,20,18.8,92.84,0,0,,0,0,6.8,7.1,216,1012.9,27,12.8,47,0.2,0,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-13T07:00:00,20.1,20.1,18.9,92.66,0,0,,0,0,9.7,8.8,254,1013.1,1.5,11.1,51,0.2,1,30,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T08:00:00,20.2,20.2,18.8,92.18,0,0,,0,0,15.1,0,0,1013.6,0.8,10.2,350,1.3,4,30,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T09:00:00,21.3,21.3,19.3,88.3,0,0,,0,0,16.6,8.8,254,1013.8,0.8,16,568,2,6,30,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T10:00:00,23.4,23.4,19.3,77.75,0,0,,0,0,8.3,7.1,254,1013.8,1.5,11.3,744,2.7,7,30,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T11:00:00,26.2,26.2,19.3,65.92,0,0,,0,0,9,0.4,3,1013.7,27.5,16,708,2.5,7,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T12:00:00,27.8,29.4,19.9,62.08,0.23,100,rain,0,0,73.8,5.2,237,1013.2,2.7,13.2,279,1,3,60,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T13:00:00,26.7,28.2,19.8,65.91,0,0,,0,0,13.7,7.5,261,1012.8,84.5,16,227,0.8,2,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T14:00:00,27.2,28.7,19.9,64.47,0,0,,0,0,14,7.3,61,1012.8,32,16,462,1.7,5,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T15:00:00,27.9,29.5,19.9,62.08,0,0,,0,0,14,9.3,160,1012,31.5,16,512,1.8,5,60,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T16:00:00,29.9,32.1,20.5,57.1,0,0,,0,0,19.1,0.4,0,1011.5,2.7,16,726,2.6,7,60,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T17:00:00,29.9,32.1,20.5,57.29,0,0,,0,0,13.3,9,156,1011.2,5.5,16,237,0.9,2,60,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T18:00:00,28.9,30.9,20.4,60.46,0,0,,0,0,9.7,5.6,257,1011.1,50.6,14.1,334,1.2,3,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T19:00:00,26.8,28.1,19.2,63,0,0,,0,0,14.8,0.9,359,1011.4,48.4,16,67,0.2,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T20:00:00,26.8,27.7,17.8,57.94,0,0,,0,0,17.6,0.5,1,1011.8,2.7,16,23,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T21:00:00,26.2,26.2,14.9,49.79,0,0,,0,0,23.4,0.4,0,1012,1.5,16,11,0,0,3,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-13T22:00:00,26.2,26.2,13.7,46.29,0,0,,0,0,23,0.2,1,1013,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-13T23:00:00,24.4,24.4,12.6,47.64,0,0,,0,0,19.8,0.2,359,1013.4,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T00:00:00,24.3,24.3,9.8,39.92,0,0,,0,0,14.4,0.4,359,1013.7,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T01:00:00,23.8,23.8,9.2,39.56,0,0,,0,0,9.4,0.5,2,1013.1,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T02:00:00,23.3,23.3,8.8,39.47,0,0,,0,0,13,7.5,13,1012.8,1.7,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T03:00:00,22.8,22.8,10,44.15,0,0,,0,0,28.8,0.5,0,1013.3,28.9,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T04:00:00,22.1,22.1,10.6,47.83,0,0,,0,0,14.8,9.2,50,1013,52.6,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T05:00:00,21.7,21.7,11.1,50.96,0,0,,0,0,27.4,14.6,31,1012.6,28.9,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T06:00:00,21.1,21.1,11.1,52.6,0,0,,0,0,21.6,11.1,40,1013.2,1.5,16,14,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T07:00:00,21.1,21.1,12.6,58.46,0,0,,0,0,29.5,11.1,70,1013.3,2.7,16,26,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T08:00:00,21.1,21.1,11.6,54.75,0,0,,0,0,22.7,17.7,50,1013.9,1.5,16,70,0.3,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T09:00:00,21.6,21.6,11.6,53.01,0,0,,0,0,14.8,15.7,49,1014,1.7,16,120,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T10:00:00,21.7,21.7,13.2,58.66,0,0,,0,0,22,14.4,50,1013.8,1.7,16,434,1.6,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T11:00:00,22.2,22.2,12.8,55.23,0,0,,0,0,20.2,16.2,60,1013.2,1.5,14.1,510,1.8,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T12:00:00,23.8,23.8,12.2,48.11,0,0,,0,0,12.6,12.6,40,1013.6,1.5,16,708,2.5,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T13:00:00,24.9,24.9,12.1,44.76,0,0,,0,0,11.2,8.9,214,1013.4,1.5,16,972,3.5,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T14:00:00,25.7,25.7,14.1,48.72,0,0,,0,0,7.9,9.3,230,1013.2,1.5,14.1,868,3.1,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T15:00:00,26.7,26.8,13.2,43.45,0,0,,0,0,17.6,7.7,240,1013.1,1.5,16,833,3,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T16:00:00,27.2,27,12.8,41,0,0,,0,0,10.1,9.2,230,1012.4,1.5,16,645,2.3,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T17:00:00,28.3,27.7,12.2,36.92,0,0,,0,0,13.7,7.9,27,1012.1,1.5,16,510,1.8,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T18:00:00,28.3,28,13.8,41.03,0,0,,0,0,59,9.1,330,1011.9,1.5,16,295,1.1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T19:00:00,27.2,27.3,14.3,45.18,0,0,,0,0,57.2,5.7,30,1012,1.5,16,109,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T20:00:00,26.6,26.6,13.8,45.23,0,0,,0,0,21.6,9.6,49,1012.3,0.8,16,16,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T21:00:00,25.6,25.6,14.3,49.77,0,0,,0,0,20.2,9.3,69,1012.9,0.8,16,7,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-14T22:00:00,25,25,13.3,48.23,0,0,,0,0,17.6,14.3,39,1014.2,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-14T23:00:00,24.9,24.9,12.2,44.96,0,0,,0,0,4.7,12.5,40,1014.6,26.5,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T00:00:00,22.3,22.3,14.8,62.55,0,0,,0,0,1.8,7.1,264,1015,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T01:00:00,21.2,21.2,16,72.02,0,0,,0,0,5.4,0.4,352,1015,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T02:00:00,20.7,20.7,16.5,76.89,0,0,,0,0,5.4,0.4,352,1015.4,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T03:00:00,21.2,21.2,15.5,69.91,0,0,,0,0,12.2,0.3,360,1015.2,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T04:00:00,22.1,22.1,14.3,61.24,0,0,,0,0,7.6,0.1,3,1015.7,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-15T05:00:00,20,20,13.7,67.17,0,0,,0,0,15.1,0,0,1015.8,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-06-15T06:00:00,20.6,20.6,15,70.17,0,0,,0,0,10.4,5.2,217,1016.4,1.5,16,40,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T07:00:00,21.6,21.6,15,65.84,0,0,,0,0,13.3,8.9,68,1017.3,1.5,16,54,0.2,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T08:00:00,22.2,22.2,14.3,60.83,0,0,,0,0,21.2,12.6,70,1017.7,1.5,16,353,1.3,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T09:00:00,23.3,23.3,13.3,53.18,0,0,,0,0,33.5,18.1,42,1018.5,1.5,16,573,2.1,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T10:00:00,25.5,25.5,14.2,49.77,0,0,,0,0,14.4,9.7,50,1019,1.5,16,738,2.7,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T11:00:00,27,27.2,14.3,45.55,0,0,,0,0,11.9,7.7,50,1019.1,1.5,16,861,3.1,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T12:00:00,26.7,27.1,15.5,50.32,0,0,,0,0,33.5,10.8,19,1019.9,1.5,16,949,3.4,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T13:00:00,26.7,27.1,14.8,48.06,0,0,,0,0,37.1,14.5,178,1020.1,0.8,16,981,3.5,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-15T14:00:00,25.7,25.7,15,51.77,0,0,,0,0,29.5,16.1,169,1020.3,0.8,16,904,3.3,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
