name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2022-06-06T04:00:00,18.8,18.8,5.4,41.47,0,0,,0,0,11.9,12.4,270,1016.5,0,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-06T05:00:00,18.8,18.8,4.9,40.09,0,0,,0,0,8.3,10.6,281,1016.4,0.4,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-06T06:00:00,18.8,18.8,6.1,43.43,0,0,,0,0,6.1,9,262,1017.1,0.4,16,19,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T07:00:00,18.3,18.3,8.8,53.85,0,0,,0,0,7.6,10.9,273,1017.5,0.4,16,33,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T08:00:00,18.4,18.4,9.3,55.27,0,0,,0,0,66.6,8.8,254,1018,0.4,16,338,1.2,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T09:00:00,19.4,19.4,9.8,53.8,0,0,,0,0,8.6,7.1,235,1018,0.4,16,582,2.1,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T10:00:00,23.3,23.3,9.3,40.9,0,0,,0,0,4.7,9.1,242,1018,0.4,16,766,2.8,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T11:00:00,25.5,25.5,9.8,37.06,0,0,,0,0,5.4,0.3,352,1017.9,0.4,16,900,3.2,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T12:00:00,26.6,26.6,8.7,32.25,0,0,,0,0,11.5,9.3,241,1018.3,0.4,16,962,3.5,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T13:00:00,27.1,26.6,8.7,31.41,0,0,,0,0,70.2,12.6,220,1018.1,0.4,16,976,3.5,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T14:00:00,26.7,26.5,10.4,36.01,0,0,,0,0,15.1,16,220,1017.7,0.4,16,916,3.3,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T15:00:00,26.7,26.4,9.8,34.5,0,0,,0,0,27.7,17.3,224,1017.6,0.4,14.1,819,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T16:00:00,26.7,26.4,9.9,34.87,0,0,,0,0,38.9,16.1,180,1017.3,0.8,16,670,2.4,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T17:00:00,26.1,26.1,9.2,34.62,0,0,,0,0,29.5,23.6,160,1017.3,0.8,16,462,1.7,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T18:00:00,24.9,24.9,8.8,35.86,0,0,,0,0,28.8,16.4,160,1016.9,1.5,16,229,0.8,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T19:00:00,23.8,23.8,8.3,37.08,0,0,,0,0,37.1,13,170,1017.1,1.5,16,77,0.3,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T20:00:00,22.8,22.8,9.2,41.91,0,0,,0,0,37.4,9.7,171,1016.9,1.5,16,12,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T21:00:00,22.2,22.2,10.9,48.9,0,0,,0,0,34.2,12.8,180,1017.2,1.5,16,5,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-06T22:00:00,21.7,21.7,10.6,49.25,0,0,,0,0,26.3,12.8,239,1017.8,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-06T23:00:00,21.2,21.2,9.2,46.31,0,0,,0,0,25.9,14.9,229,1018.4,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T00:00:00,20.6,20.6,9.2,47.9,0,0,,0,0,22.3,14.5,240,1018.7,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T01:00:00,19.4,19.4,9.1,51.57,0,0,,0,0,25.2,14.8,239,1018.5,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T02:00:00,19.3,19.3,9.1,51.65,0,0,,0,0,20.5,9.5,249,1018.3,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T03:00:00,18.9,18.9,10.4,58.01,0,0,,0,0,21.6,11.1,239,1018.3,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T04:00:00,18.3,18.3,9.8,57.63,0,0,,0,0,16.2,9.3,259,1018,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T05:00:00,17.8,17.8,10.5,62.11,0,0,,0,0,9.4,7.5,268,1017.9,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T06:00:00,17.8,17.8,11.5,66.46,0,0,,0,0,10.1,8.9,262,1018.5,0.8,16,35,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T07:00:00,18.4,18.4,12.8,69.95,0,0,,0,0,16.2,7.6,259,1018.7,0.8,16,44,0.2,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T08:00:00,19.4,19.4,13.8,70.18,0,0,,0,0,29.5,9.6,237,1019.1,79.9,16,355,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T09:00:00,20.7,20.7,14.9,69.68,0.23,100,rain,0,0,34.9,9.4,180,1018.7,95,16,533,1.9,5,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T10:00:00,23.3,23.3,15.6,62.04,0,0,,0,0,37.1,10.8,242,1018.3,2.7,16,649,2.3,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T11:00:00,24.3,24.3,16.1,60.27,0,0,,0,0,28.4,16.7,189,1018,3.7,16,768,2.8,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T12:00:00,24.9,24.9,16.1,58.1,0,0,,0,0,59,16.5,170,1017.7,3.7,16,909,3.3,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T13:00:00,25.6,25.6,16.6,57.68,0,0,,0,0,63.3,18.6,180,1017.5,28.7,16,998,3.6,10,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T14:00:00,25,25,16.1,57.74,0,0,,0,0,34.2,22.6,190,1017.1,1.5,16,958,3.4,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T15:00:00,23.4,23.4,16.1,63.7,0,0,,0,0,36,25.9,170,1016.6,1.5,16,304,1.1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2022-06-07T16:00:00,22.9,22.9,16.1,65.47,0,0,,0,0,35.8,22.1,179,1016.2,1.5,16,320,1.2,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T17:00:00,22.2,22.2,16.1,68.26,0,0,,0,0,35.8,20.3,170,1015.7,1.5,16,121,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T18:00:00,21.7,21.7,16.1,70.62,0,0,,0,0,32.7,18.2,180,1015.3,29.7,16,77,0.3,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T19:00:00,21.7,21.7,16.1,70.66,0.23,100,rain,0,0,59.7,18.4,180,1015,88.3,16,26,0.1,0,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T20:00:00,21.1,21.1,16.1,73.05,0,0,,0,0,37.5,22.1,188,1014.9,100,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-07T21:00:00,20.7,20.7,16.6,77.67,0.006,100,rain,0,0,28.5,18.3,200,1014.7,100,15.9,2,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2022-06-07T22:00:00,20,20,16.7,81.6,0.05,100,rain,0,0,32.2,18.2,190,1015.2,89.5,16,0,,0,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-07T23:00:00,19.3,19.3,17.2,87.45,0.493,100,rain,0,0,41.5,7.9,180,1014.5,100,16,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-08T00:00:00,19.3,19.3,17.8,90.91,0,0,,0,0,40.7,8,189,1014,100,15.9,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,72503014732"
"New York City,USA",2022-06-08T01:00:00,19.3,19.3,17.8,91.06,0.041,100,rain,0,0,42.5,5.8,180,1013,100,15.5,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-08T02:00:00,20,20,18.3,90.44,0,0,,0,0,41,11,249,1012.5,100,15.7,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2022-06-08T03:00:00,20.6,20.6,18.8,89.6,0.023,100,rain,0,0,43.2,11.1,259,1011.8,100,15.5,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-08T04:00:00,21.1,21.1,19.3,89.49,0.006,100,rain,0,0,37.1,14.6,249,1011.3,100,15.8,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,72503014732"
"New York City,USA",2022-06-08T05:00:00,21.1,21.1,19.3,89.67,0.008,100,rain,0,0,32.8,14.4,269,1011.4,100,15.7,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-08T06:00:00,21.1,21.1,19.3,89.49,0,0,,0,0,27,14.7,259,1011.3,99.6,15.9,33,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,72503014732"
"New York City,USA",2022-06-08T07:00:00,21.1,21.1,19.3,89.51,0,0,,0,0,31.3,16.4,268,1011.6,88.1,15.8,67,0.2,1,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-08T08:00:00,22.2,22.2,19.4,84.06,0,0,,0,0,28.1,16,270,1012,98.6,15.9,176,0.6,2,30,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T09:00:00,22.8,22.8,19.3,80.57,0,0,,0,0,25.9,9.4,250,1012.3,83.7,16,594,2.1,6,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2022-06-08T10:00:00,25.5,25.5,17.8,62.24,0,0,,0,0,23,5.8,297,1011.9,51.8,16,902,3.2,9,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T11:00:00,26.6,26.6,17.1,56.09,0.23,100,rain,0,0,29.6,7.8,260,1012.3,81.1,16,997,3.6,10,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T12:00:00,28.2,28.6,16.6,49.54,0,0,,0,0,23.4,13,251,1012.1,26.8,16,942,3.4,9,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T13:00:00,28.2,28.2,15,44.41,0,0,,0,0,33.5,16.4,260,1012.2,48.4,16,969,3.5,10,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T14:00:00,28.3,28,13.9,41.24,0,0,,0,0,21.2,11.2,231,1011.7,1.5,13.2,933,3.4,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T15:00:00,27.8,27.5,12.8,39.53,0,0,,0,0,27.7,21.5,250,1011.6,1.5,16,830,3,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T16:00:00,28.3,27.8,12.7,38.25,0,0,,0,0,29.6,21.6,261,1011.3,0.8,16,668,2.4,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T17:00:00,28.3,27.8,12.7,38.18,0,0,,0,0,31.6,12.8,260,1010.7,0.8,13.2,503,1.8,5,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T18:00:00,28.7,28.1,12.7,37.28,0,0,,0,0,13,12.3,254,1010.6,0.8,16,302,1.1,3,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T19:00:00,27.2,27.5,15.2,47.82,0,0,,0,0,60.8,5.6,261,1010.6,0.8,16,109,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T20:00:00,25.1,25.1,17.4,62.71,0,0,,0,0,11.5,9.4,184,1010.8,0.8,16,11,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T21:00:00,23.4,23.4,18.6,74.3,0,0,,0,0,13.3,0.2,6,1010.4,0.8,16,7,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-08T22:00:00,22.3,22.3,19.3,83.37,0,0,,0,0,11.2,9.2,40,1010.3,1.5,16,0,,0,30,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-08T23:00:00,22.2,22.2,19.3,83.48,0,0,,0,0,11.9,12.6,32,1010,49.8,15.9,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T00:00:00,21.7,21.7,19.3,86.32,0,0,,0,0,10.4,12.9,74,1009.5,90.7,15.9,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T01:00:00,21.7,21.7,19.3,86.44,0,0,,0,0,11.9,0.4,0,1008.5,52.6,15.8,0,,0,3,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T02:00:00,21.2,21.2,20,92.85,1.433,100,rain,0,0,27,7.3,41,1007.4,89.5,6,0,,0,3,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T03:00:00,20.7,20.7,20,95.84,2.639,100,rain,0,0,21.2,9.1,60,1006.1,100,12.5,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T04:00:00,20.7,20.7,19.4,92.41,1.473,100,rain,0,0,11.5,9.3,120,1004.8,100,15.5,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC"
"New York City,USA",2022-06-09T05:00:00,20.7,20.7,20,95.8,0.813,100,rain,0,0,43.6,7.8,170,1003.4,100,10.5,0,,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T06:00:00,21.1,21.1,20.6,96.77,0.284,100,rain,0,0,29.5,21.7,230,1003.3,100,12.6,1,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC"
"New York City,USA",2022-06-09T07:00:00,21.2,21.2,20,93.07,0.077,100,rain,0,0,30.2,12.4,252,1002.4,28.7,15.6,90,0.3,1,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T08:00:00,21.7,21.7,20,90.09,0,0,,0,0,31.7,14.8,229,1002.8,100,16,104,0.4,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T09:00:00,22.2,22.2,20,87.54,0,0,,0,0,27.4,16.2,259,1002.8,88.1,16,188,0.7,2,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T10:00:00,24.9,24.9,19.3,71.11,0,0,,0,0,76.7,22,240,1002.4,88.1,16,202,0.7,2,30,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T11:00:00,26.6,26.6,18.8,62.34,0,0,,0,0,27.4,22,251,1002.5,82.4,16,290,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T12:00:00,27.1,27.8,17.2,54.45,0,0,,0,0,35.6,23.6,269,1002.4,83.2,16,942,3.4,9,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T13:00:00,28.3,28.1,14.3,42.55,0,0,,0,0,49.8,30.9,270,1002.3,28.1,16,1062,3.8,10,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T14:00:00,27.8,27.9,14.9,45.41,0,0,,0,0,51.8,25.7,319,1002.5,26.8,16,984,3.5,10,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T15:00:00,27.1,27.4,14.9,47.11,0,0,,0,0,44.1,20.4,270,1003.1,83.2,16,919,3.3,9,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T16:00:00,26.6,26.6,15.6,50.78,0.23,100,rain,0,0,48.8,18.4,270,1003.3,83.2,16,802,2.9,8,3,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T17:00:00,27.1,27.2,14.3,45.31,0.23,100,rain,0,0,69.8,8,303,1003.5,88.1,16,561,2,6,10,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T18:00:00,27.7,27.6,13.7,42.26,0,0,,0,0,71.1,6.4,303,1004,3.7,16,367,1.3,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T19:00:00,25.6,25.6,12.7,44.92,0,0,,0,0,40.9,6.3,320,1005.3,28.7,16,116,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T20:00:00,23.8,23.8,12.7,49.8,0,0,,0,0,70.1,6,300,1006.4,26.8,16,12,0,0,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T21:00:00,22.8,22.8,12.1,50.92,0,0,,0,0,27,0.7,359,1007.3,50,16,7,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-09T22:00:00,22.2,22.2,12.1,52.93,0,0,,0,0,38.9,6.2,310,1008.1,98.6,16,0,,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-09T23:00:00,21.2,21.2,12.1,56.29,0,0,,0,0,28.8,8.2,313,1008.6,28.7,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T00:00:00,20.6,20.6,10.6,52.66,0,0,,0,0,30.9,1.3,354,1009.3,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T01:00:00,19.3,19.3,11,58.78,0,0,,0,0,32.8,7.8,320,1009.2,1.5,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T02:00:00,18.8,18.8,11.1,60.68,0,0,,0,0,29.5,9.7,252,1009.4,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T03:00:00,18.3,18.3,11.6,64.74,0,0,,0,0,20.9,12.8,251,1009.4,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T04:00:00,18.3,18.3,10.6,60.84,0,0,,0,0,18.7,9.4,262,1009.1,0.8,16,0,,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2022-06-10T05:00:00,17.8,17.8,11.6,66.83,0,0,,0,0,10.8,9.5,261,1009.4,0.4,16,1,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2022-06-10T06:00:00,17.2,17.2,11.6,69.69,0,0,,0,0,14.4,12.6,261,1009.8,0.4,16,32,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T07:00:00,17.8,17.8,12.1,69.26,0,0,,0,0,24.5,9.5,293,1010.2,0.4,16,33,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T08:00:00,18.4,18.4,11.7,64.96,0,0,,0,0,27.7,8,252,1010.8,0.4,16,381,1.4,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T09:00:00,19.3,19.3,11.6,61.01,0,0,,0,0,63,5.7,320,1011.1,0.4,16,610,2.2,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T10:00:00,22.7,22.7,11.1,47.75,0,0,,0,0,23.4,9.4,261,1011.2,1.5,16,773,2.8,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T11:00:00,24.8,24.8,10.6,40.73,0,0,,0,0,25.9,11.3,251,1011.5,1.5,16,872,3.1,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T12:00:00,24.9,24.9,9.4,37.35,0,0,,0,0,38.9,14.6,240,1011.5,1.5,16,1088,3.9,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T13:00:00,26,26,9.3,34.87,0,0,,0,0,33.4,21.7,261,1011,28.7,16,1069,3.8,10,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T14:00:00,26.6,26.6,9.3,33.65,0,0,,0,0,27.9,13.2,242,1010.4,0.8,16,956,3.4,10,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T15:00:00,26.6,26.6,9.9,34.98,0,0,,0,0,27.9,8.1,263,1010.4,26.8,16,946,3.4,9,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T16:00:00,26.6,26.6,9.8,34.93,0,0,,0,0,35.3,5.9,305,1010.1,47.7,16,601,2.2,6,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T17:00:00,26.1,26.1,10.5,37.59,0,0,,0,0,30.1,15,242,1010.4,82.4,16,432,1.6,4,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T18:00:00,26,26,10.4,37.41,0,0,,0,0,20.9,12.8,262,1010.5,28.7,16,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T19:00:00,25,25,9.9,38.56,0,0,,0,0,21.2,0.6,350,1010.6,27.5,16,95,0.3,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2022-06-10T20:00:00,23.9,23.9,11,44.32,0,0,,0,0,16.6,11,262,1011.2,1.5,16,11,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
